Image_ID srad_max srad_maxLoc srad_mean srad_var srad_dist sang_max sang_maxLoc sang_mean sang_var sang_dist wave_1 wave_2 wave_3 wave_4 wave_5 wave_6 wave_7 wave_8 wave_9 wave_10
10031 1.5073825e+05 2.0000000e+00 3.0741521e+04 2.0246195e+09 1.1999673e+05 1.4175919e+05 8.4000000e+01 1.3829367e+05 2.3995168e+06 3.4655156e+03 9.9906563e+01 5.5580353e-03 5.4098014e-03 1.0288035e-02 8.5185869e-03 1.8583683e-02 3.7741184e-02 4.2515835e-03 1.1932624e-03 1.8304564e-03
10035 1.31311000e+05 1.00000000e+00 2.80519473e+04 1.03764045e+09 1.03259055e+05 1.35139391e+05 8.80000000e+01 1.33513828e+05 5.03850344e+05 1.62556250e+03 9.99404907e+01 9.33742896e-03 4.60753450e-03 5.66876074e-03 9.80615336e-03 1.40295159e-02 2.88236304e-03 9.47389193e-03 2.56798114e-03 9.84453829e-04
10036 1.30845000e+05 1.00000000e+00 2.66511543e+04 9.14708352e+08 1.04193844e+05 1.33507344e+05 9.90000000e+01 1.32489281e+05 2.32885203e+05 1.01806250e+03 9.99481125e+01 1.04468362e-02 2.88069993e-03 5.10588638e-04 1.01240585e-02 1.13056945e-02 3.17646726e-03 9.08998493e-03 3.12425755e-03 1.22264249e-03
10041 1.3134500e+05 1.0000000e+00 2.9758543e+04 1.3291712e+09 1.0158645e+05 1.3518547e+05 9.9000000e+01 1.3376894e+05 4.0170022e+05 1.4165312e+03 9.9922020e+01 1.0383361e-02 4.4627702e-03 8.8079767e-03 1.1420950e-02 8.9777913e-03 2.0721382e-02 7.9761371e-03 2.2438003e-03 2.9333399e-03
10043 1.3130600e+05 1.0000000e+00 2.3557363e+04 8.7881792e+08 1.0774864e+05 1.3372016e+05 9.5000000e+01 1.3276562e+05 1.8717728e+05 9.5453125e+02 9.9958702e+01 6.8237446e-03 2.8471895e-03 1.6102209e-03 1.0806975e-02 5.0154068e-03 4.1646687e-03 7.0908717e-03 1.8291156e-03 1.0232654e-03
10044 2.3468952e+05 2.0000000e+00 3.8099715e+04 3.7449260e+09 1.9658980e+05 1.4272175e+05 8.8000000e+01 1.3925262e+05 2.4570358e+06 3.4691250e+03 9.9896202e+01 4.8343115e-03 7.5390642e-03 1.6537054e-02 1.2584739e-02 2.7996205e-02 2.3908766e-02 3.5813840e-03 1.1690784e-03 5.5676792e-03
10046 1.3091400e+05 1.0000000e+00 2.9653076e+04 1.1929412e+09 1.0126092e+05 1.3483727e+05 8.8000000e+01 1.3295975e+05 6.9618744e+05 1.8775156e+03 9.9909004e+01 8.8012228e-03 3.0180560e-03 2.3448649e-03 1.2454212e-02 2.0760754e-02 2.8484380e-02 8.2043195e-03 2.6300708e-03 4.2735832e-03
10048 1.31338000e+05 1.00000000e+00 2.97801133e+04 1.07719130e+09 1.01557891e+05 1.36116703e+05 9.10000000e+01 1.33674766e+05 9.72521250e+05 2.44193750e+03 9.99306870e+01 7.90395122e-03 5.18382527e-03 2.97751371e-03 1.31515097e-02 1.59012843e-02 1.18609425e-02 7.56004266e-03 3.18559445e-03 1.62893371e-03
10052 1.30582000e+05 1.00000000e+00 2.77009863e+04 1.07044442e+09 1.02881016e+05 1.33605078e+05 8.80000000e+01 1.32547406e+05 2.52617938e+05 1.05767188e+03 9.99364777e+01 8.99505056e-03 7.05682999e-03 4.58960049e-03 8.83902982e-03 9.48561076e-03 1.40215633e-02 6.71478268e-03 1.60518871e-03 2.19270331e-03
10053 1.3089200e+05 1.0000000e+00 2.1327967e+04 8.8503834e+08 1.0956403e+05 1.3274169e+05 9.1000000e+01 1.3213522e+05 9.0777852e+04 6.0646875e+02 9.9964348e+01 8.2926266e-03 2.6086280e-03 1.1243356e-03 8.3224904e-03 3.1239286e-03 2.0190144e-03 8.2268985e-03 1.4525547e-03 4.7870266e-04
10056 1.3112900e+05 1.0000000e+00 2.7159992e+04 1.1002086e+09 1.0396901e+05 1.3430827e+05 9.5000000e+01 1.3322380e+05 2.4399742e+05 1.0844688e+03 9.9937759e+01 9.5635233e-03 4.7308132e-03 5.2004354e-03 1.0051439e-02 6.8714130e-03 1.4080389e-02 8.4984265e-03 1.9297400e-03 1.2673009e-03
1005 1.3281800e+05 1.0000000e+00 2.6335150e+04 9.8152070e+08 1.0648285e+05 1.3574636e+05 9.9000000e+01 1.3455578e+05 2.3664400e+05 1.1905781e+03 9.9939903e+01 9.7717363e-03 2.2406282e-03 1.8697284e-03 1.0949326e-02 6.0721701e-03 1.5496204e-02 1.0241608e-02 2.6046357e-03 7.2511839e-04
10060 1.30477000e+05 1.00000000e+00 2.36737383e+04 9.17122048e+08 1.06803266e+05 1.32989234e+05 9.50000000e+01 1.31939250e+05 1.88359516e+05 1.04998438e+03 9.99617996e+01 5.69507014e-03 3.21391085e-03 2.06493493e-03 7.48670613e-03 4.71094809e-03 6.09159982e-03 5.91751980e-03 1.88220374e-03 1.10220816e-03
10063 1.3341900e+05 1.0000000e+00 2.6847711e+04 1.3438168e+09 1.0657129e+05 1.3857989e+05 8.8000000e+01 1.3582631e+05 1.4197621e+06 2.7535781e+03 9.9942429e+01 3.6067797e-03 3.5281465e-03 3.5377494e-03 6.0773739e-03 1.2466808e-02 2.1467492e-02 3.5435786e-03 1.5186287e-03 1.8499842e-03
10065 1.30473000e+05 1.00000000e+00 2.61049629e+04 1.00451706e+09 1.04368039e+05 1.33084734e+05 9.10000000e+01 1.32150859e+05 1.90065797e+05 9.33875000e+02 9.99443359e+01 8.79917573e-03 3.30589130e-03 3.16773984e-03 1.01036448e-02 6.58961944e-03 9.20879748e-03 9.43036936e-03 2.94821267e-03 2.02368596e-03
10066 1.33617000e+05 1.00000000e+00 2.70560391e+04 1.30090406e+09 1.06560961e+05 1.38051438e+05 8.80000000e+01 1.36553078e+05 6.68754750e+05 1.49835938e+03 9.99223480e+01 7.37321796e-03 7.12952297e-03 1.05095375e-02 7.73965800e-03 8.35480168e-03 2.40503624e-02 7.06403051e-03 1.87765656e-03 3.55464499e-03
10067 1.3088500e+05 1.0000000e+00 2.8650119e+04 1.1691116e+09 1.0223488e+05 1.3431305e+05 8.0000000e+01 1.3297183e+05 4.2390534e+05 1.3412188e+03 9.9925369e+01 7.9114782e-03 4.4495659e-03 3.8412502e-03 1.1769419e-02 7.7401646e-03 2.1602497e-02 1.0121132e-02 2.9341476e-03 4.1846437e-03
10068 1.3048700e+05 1.0000000e+00 2.8821039e+04 9.6999309e+08 1.0166596e+05 1.3416278e+05 9.1000000e+01 1.3232831e+05 7.7226081e+05 1.8344688e+03 9.9923401e+01 1.0162122e-02 4.1951621e-03 2.1322155e-03 1.4073745e-02 1.7118260e-02 1.3877630e-02 8.9423638e-03 3.3960117e-03 2.6774942e-03
10069 1.3086900e+05 1.0000000e+00 2.0426213e+04 8.6545504e+08 1.1044279e+05 1.3235864e+05 8.4000000e+01 1.3189314e+05 5.4442617e+04 4.6550000e+02 9.9963333e+01 7.7533168e-03 1.9487963e-03 5.0642958e-04 8.4645385e-03 3.5460689e-03 1.2718345e-03 9.3251858e-03 3.1023014e-03 7.2384404e-04
1006 1.2988000e+05 1.0000000e+00 3.1138309e+04 1.2000232e+09 9.8741688e+04 1.3408067e+05 8.4000000e+01 1.3201948e+05 7.1863931e+05 2.0611875e+03 9.9924004e+01 1.1550985e-02 4.8439801e-03 3.3544379e-03 1.4891981e-02 1.4337931e-02 1.2362908e-02 1.0890065e-02 2.7657214e-03 9.1729866e-04
10073 1.3102500e+05 1.0000000e+00 2.6623869e+04 8.8769619e+08 1.0440113e+05 1.3385836e+05 9.1000000e+01 1.3264028e+05 3.0533050e+05 1.2180781e+03 9.9936249e+01 1.0703696e-02 2.6796598e-03 2.4260539e-03 1.3064075e-02 1.1216678e-02 8.3132284e-03 1.1222260e-02 3.0983759e-03 9.9588733e-04
10074 1.3026600e+05 1.0000000e+00 3.1116258e+04 1.3192256e+09 9.9149742e+04 1.3398869e+05 8.4000000e+01 1.3240802e+05 5.3769300e+05 1.5806719e+03 9.9909676e+01 9.6896272e-03 4.5276051e-03 4.1700643e-03 1.4511835e-02 1.5918568e-02 2.9419633e-02 7.9717143e-03 2.7207825e-03 1.3490889e-03
10076 3.6381084e+05 2.0000000e+00 5.2912449e+04 8.1015342e+09 3.1089841e+05 1.4698328e+05 8.4000000e+01 1.4098914e+05 1.0738287e+07 5.9941406e+03 9.9545174e+01 1.2963312e-02 2.9984910e-02 5.3924140e-02 2.5261329e-02 7.5125791e-02 2.3517549e-01 5.6932122e-03 3.3604382e-03 1.3228367e-02
10077 1.3112700e+05 1.0000000e+00 3.1103812e+04 1.3607707e+09 1.0002319e+05 1.3608314e+05 8.0000000e+01 1.3359344e+05 9.8972906e+05 2.4897031e+03 9.9925720e+01 8.9562945e-03 4.6889428e-03 6.8236305e-03 1.6117761e-02 1.2571598e-02 1.0743420e-02 8.5756183e-03 3.2747795e-03 2.5614768e-03
10078 1.31165000e+05 1.00000000e+00 2.80873047e+04 1.04424038e+09 1.03077695e+05 1.35008375e+05 8.00000000e+01 1.33273516e+05 5.21505688e+05 1.73485938e+03 9.99378967e+01 8.71019904e-03 4.07896098e-03 3.40691186e-03 1.21116191e-02 1.05770510e-02 9.78680328e-03 9.23943985e-03 2.71868682e-03 1.44789240e-03
10079 1.3079800e+05 1.0000000e+00 2.0916352e+04 8.7333574e+08 1.0988165e+05 1.3263247e+05 8.8000000e+01 1.3199786e+05 7.9419859e+04 6.3460938e+02 9.9966507e+01 6.7491406e-03 1.7299156e-03 9.0759405e-04 7.3115635e-03 3.7702199e-03 2.2523322e-03 7.4850782e-03 2.2714024e-03 9.3302003e-04
10080 1.3107500e+05 1.0000000e+00 2.2197154e+04 8.8630656e+08 1.0887784e+05 1.3293678e+05 9.5000000e+01 1.3230669e+05 8.3871531e+04 6.3009375e+02 9.9962204e+01 7.1209711e-03 3.0715899e-03 7.8204367e-04 8.3661266e-03 2.9747630e-03 2.5842581e-03 9.0453066e-03 2.5443234e-03 1.2121194e-03
10084 1.31284000e+05 1.00000000e+00 2.47602129e+04 8.40975296e+08 1.06523789e+05 1.34373047e+05 8.40000000e+01 1.32874094e+05 3.96932188e+05 1.49895312e+03 9.99431305e+01 9.68095474e-03 3.06519750e-03 5.38076099e-04 1.31305875e-02 1.34215392e-02 3.61069106e-03 8.52909312e-03 2.94198818e-03 1.85766956e-03
10085 1.30306000e+05 1.00000000e+00 2.91489121e+04 1.09741696e+09 1.01157086e+05 1.34040422e+05 8.40000000e+01 1.32390516e+05 6.07221875e+05 1.64990625e+03 9.99338608e+01 9.46199987e-03 4.01254836e-03 4.76886285e-03 1.18839834e-02 1.54958768e-02 7.20249536e-03 8.72094557e-03 2.61629000e-03 1.93866726e-03
10087 1.30209000e+05 1.00000000e+00 2.32524141e+04 9.26122112e+08 1.06956586e+05 1.32548375e+05 9.90000000e+01 1.31717703e+05 1.17349109e+05 8.30671875e+02 9.99561005e+01 7.83422031e-03 2.60222517e-03 1.49118912e-03 9.01138689e-03 3.94238159e-03 7.73733901e-03 7.92476721e-03 1.25451479e-03 2.07108795e-03
10089 1.3159000e+05 1.0000000e+00 3.0634031e+04 1.4962867e+09 1.0095597e+05 1.3539731e+05 8.0000000e+01 1.3400077e+05 4.0026256e+05 1.3965469e+03 9.9910614e+01 8.2774740e-03 4.6274741e-03 4.4528767e-03 1.1330953e-02 1.2577151e-02 3.2730047e-02 8.9035239e-03 2.1601752e-03 4.1461112e-03
1008 1.3037500e+05 1.0000000e+00 2.8815219e+04 1.1853626e+09 1.0155978e+05 1.3382050e+05 8.8000000e+01 1.3231316e+05 3.3120394e+05 1.5073438e+03 9.9922180e+01 9.7136516e-03 4.6412619e-03 3.5277957e-03 9.1538550e-03 1.0005966e-02 2.7718263e-02 7.5948555e-03 2.0108249e-03 3.4126556e-03
10091 2.17072953e+05 2.00000000e+00 4.29545586e+04 3.37450624e+09 1.74118391e+05 1.39682516e+05 8.00000000e+01 1.35914250e+05 2.63877925e+06 3.76826562e+03 9.97173386e+01 1.20746028e-02 1.22867115e-02 1.33934636e-02 2.24611685e-02 4.12314311e-02 1.52870134e-01 8.99797212e-03 3.24029452e-03 1.62026044e-02
10093 1.3102800e+05 1.0000000e+00 3.1288916e+04 1.5611109e+09 9.9739086e+04 1.3572464e+05 9.1000000e+01 1.3360069e+05 8.4376550e+05 2.1239531e+03 9.9914749e+01 7.9309121e-03 5.5371998e-03 7.7376817e-03 1.2588799e-02 1.4692159e-02 2.2150258e-02 8.0143027e-03 1.9976229e-03 4.4925991e-03
10095 1.3281100e+05 1.0000000e+00 2.6880492e+04 1.5177325e+09 1.0593051e+05 1.3809222e+05 8.8000000e+01 1.3521314e+05 1.4842594e+06 2.8790781e+03 9.9937393e+01 4.8164721e-03 2.7586389e-03 3.9842315e-03 7.2747162e-03 1.1252325e-02 2.5662001e-02 4.1555311e-03 1.1758540e-03 1.4513374e-03
10096 1.3079400e+05 1.0000000e+00 3.0455254e+04 1.1496150e+09 1.0033875e+05 1.3460723e+05 8.8000000e+01 1.3314314e+05 3.6305722e+05 1.4640938e+03 9.9921906e+01 1.0942410e-02 5.8277259e-03 6.7745256e-03 1.4087604e-02 1.0327277e-02 1.4052673e-02 8.8495985e-03 2.4911917e-03 4.6735117e-03
10098 1.31531000e+05 1.00000000e+00 2.67294766e+04 8.92424192e+08 1.04801523e+05 1.34586109e+05 9.90000000e+01 1.33224625e+05 3.40868719e+05 1.36148438e+03 9.99380112e+01 1.01662111e-02 3.02361674e-03 9.54418269e-04 1.30171785e-02 8.91336147e-03 1.14673814e-02 9.61612072e-03 2.67316005e-03 2.02205614e-03
100 1.3787030e+05 2.0000000e+00 3.0301143e+04 1.8444673e+09 1.0756916e+05 1.3999367e+05 8.8000000e+01 1.3774202e+05 1.0648781e+06 2.2516562e+03 9.9928947e+01 4.9822982e-03 3.9684232e-03 7.2320895e-03 7.6672370e-03 1.2576527e-02 2.8264690e-02 3.7128525e-03 1.1627272e-03 1.5048336e-03
10100 1.30243000e+05 1.00000000e+00 2.96044473e+04 9.62254592e+08 1.00638555e+05 1.32914172e+05 9.00000000e+00 1.32167047e+05 1.13799859e+05 7.47125000e+02 9.99317780e+01 1.06927175e-02 1.71613637e-02 4.87674959e-03 8.41876213e-03 7.12307449e-03 6.75863307e-03 7.84575008e-03 3.69253894e-03 1.64034672e-03
10101 1.3080600e+05 1.0000000e+00 3.4761668e+04 1.4772308e+09 9.6044328e+04 1.3577017e+05 9.5000000e+01 1.3358009e+05 9.4949300e+05 2.1900781e+03 9.9875397e+01 9.8479856e-03 6.7443531e-03 1.3143261e-02 1.5644431e-02 2.2641260e-02 4.0129900e-02 9.3340706e-03 3.1917784e-03 3.8543355e-03
1010 1.4093055e+05 2.0000000e+00 3.5199359e+04 1.6610075e+09 1.0573119e+05 1.3634581e+05 8.8000000e+01 1.3381388e+05 9.5398869e+05 2.5319375e+03 9.9911194e+01 1.3729566e-02 6.0849022e-03 6.6917948e-03 1.8365670e-02 2.2093786e-02 5.3554862e-03 1.1626029e-02 3.3631159e-03 1.4877170e-03
10110 1.3056000e+05 1.0000000e+00 3.2891281e+04 1.1485032e+09 9.7668719e+04 1.3581117e+05 8.8000000e+01 1.3274908e+05 1.3390774e+06 3.0620938e+03 9.9897499e+01 8.6274110e-03 4.3834560e-03 2.9444648e-03 1.7536800e-02 2.8968278e-02 2.4730885e-02 8.3334297e-03 3.8704865e-03 3.0427331e-03
10113 1.3110100e+05 1.0000000e+00 3.1880818e+04 1.3594721e+09 9.9220180e+04 1.3480645e+05 9.5000000e+01 1.3349884e+05 3.3920897e+05 1.3076094e+03 9.9908585e+01 1.0641563e-02 6.3580978e-03 6.0413145e-03 1.4295367e-02 1.9095834e-02 1.8637363e-02 1.0879594e-02 2.5064119e-03 2.8933182e-03
10118 1.3309000e+05 1.0000000e+00 2.7310674e+04 1.6809967e+09 1.0577933e+05 1.3725597e+05 8.0000000e+01 1.3567283e+05 8.0335625e+05 1.5831406e+03 9.9924286e+01 4.8091672e-03 5.0675268e-03 1.1893202e-02 6.5007494e-03 7.6352088e-03 3.3451829e-02 4.0759584e-03 9.7568973e-04 1.3655649e-03
10120 1.3089400e+05 1.0000000e+00 2.2017887e+04 8.7268909e+08 1.0887611e+05 1.3302369e+05 1.0300000e+02 1.3220967e+05 1.0967498e+05 8.1401562e+02 9.9962036e+01 8.9103933e-03 1.8930500e-03 1.3705005e-03 8.5280426e-03 3.8406115e-03 2.2412387e-03 8.3249230e-03 1.9632434e-03 8.5934298e-04
10122 1.3092600e+05 1.0000000e+00 2.8440271e+04 8.4687136e+08 1.0248573e+05 1.3402773e+05 9.5000000e+01 1.3278589e+05 3.0999119e+05 1.2418438e+03 9.9921646e+01 1.4139793e-02 4.0855631e-03 2.2757496e-03 1.8741630e-02 7.6772054e-03 1.1865175e-02 1.3280296e-02 3.0499932e-03 3.1926755e-03
10123 1.30894000e+05 1.00000000e+00 2.24965195e+04 8.86843520e+08 1.08397484e+05 1.33278516e+05 9.10000000e+01 1.32220438e+05 1.71522438e+05 1.05807812e+03 9.99594727e+01 8.42033979e-03 2.26713228e-03 1.22766255e-03 9.42993630e-03 5.15256543e-03 3.17294220e-03 8.40838533e-03 1.75486482e-03 6.03004708e-04
10125 1.32443000e+05 1.00000000e+00 2.35662695e+04 1.27595814e+09 1.08876734e+05 1.35885719e+05 9.50000000e+01 1.34543688e+05 4.40218219e+05 1.34203125e+03 9.99566193e+01 2.96726380e-03 2.79775821e-03 5.43229422e-03 4.47787018e-03 5.32030826e-03 1.64800845e-02 2.76312721e-03 9.82404803e-04 2.04290869e-03
10127 1.3115000e+05 1.0000000e+00 2.9054021e+04 9.8939277e+08 1.0209598e+05 1.3582059e+05 8.8000000e+01 1.3333489e+05 8.1181806e+05 2.4857031e+03 9.9930580e+01 9.1857249e-03 2.8882066e-03 3.5504024e-03 1.4502678e-02 1.3752572e-02 1.2302747e-02 7.9962481e-03 1.8875519e-03 3.2162259e-03
10128 1.3156800e+05 1.0000000e+00 2.3396654e+04 9.1587910e+08 1.0817134e+05 1.3403469e+05 9.9000000e+01 1.3301727e+05 1.3559956e+05 1.0174219e+03 9.9955338e+01 9.2149312e-03 3.4205010e-03 2.0446833e-03 9.8889666e-03 3.2475491e-03 5.1133679e-03 8.1624631e-03 2.4922048e-03 1.0336193e-03
1012 1.3096300e+05 1.0000000e+00 2.9826100e+04 1.1550080e+09 1.0113690e+05 1.3476039e+05 8.8000000e+01 1.3304972e+05 4.5879003e+05 1.7106719e+03 9.9921928e+01 8.5580740e-03 4.7267820e-03 6.6324701e-03 1.3610307e-02 1.5867641e-02 1.6158331e-02 7.7647497e-03 2.4824983e-03 2.2453088e-03
10131 1.31165000e+05 1.00000000e+00 3.18807402e+04 1.49934643e+09 9.92842578e+04 1.36565875e+05 8.40000000e+01 1.33817484e+05 1.12945275e+06 2.74839062e+03 9.99156647e+01 8.54773913e-03 4.67762677e-03 1.06394384e-02 1.52278375e-02 2.61517093e-02 6.47592172e-03 9.02913045e-03 2.27809022e-03 1.24146498e-03
10133 1.3033000e+05 1.0000000e+00 2.0987656e+04 8.6546157e+08 1.0934234e+05 1.3202292e+05 7.5000000e+01 1.3144925e+05 7.6886102e+04 5.7367188e+02 9.9966621e+01 6.5145153e-03 1.9548032e-03 1.1502914e-03 8.8045280e-03 3.2037725e-03 1.8331551e-03 6.8640369e-03 2.1386116e-03 8.8022818e-04
10134 1.3090700e+05 1.0000000e+00 3.0786936e+04 1.2954679e+09 1.0012006e+05 1.3494392e+05 8.0000000e+01 1.3316058e+05 6.8876825e+05 1.7833438e+03 9.9910133e+01 8.0506783e-03 4.3614693e-03 5.0886632e-03 1.4216639e-02 1.2471825e-02 3.1330552e-02 8.0984253e-03 2.0738496e-03 4.1496702e-03
