Image_ID srad_max srad_maxLoc srad_mean srad_var srad_dist sang_max sang_maxLoc sang_mean sang_var sang_dist wave_1 wave_2 wave_3 wave_4 wave_5 wave_6 wave_7 wave_8 wave_9 wave_10
10070 6.0061610e+06 2.0000000e+00 4.5658934e+05 1.2346868e+12 5.5495715e+06 6.4655119e+05 9.0000000e+01 4.2758834e+05 6.4766438e+09 2.1896284e+05 9.9958488e+01 9.7084874e-03 2.2844141e-03 7.2877720e-04 1.1673707e-02 2.5811985e-03 6.9869624e-04 1.0229868e-02 3.0056615e-03 5.4127502e-04
10071 6.0152175e+06 2.0000000e+00 4.5705562e+05 1.2380547e+12 5.5581620e+06 6.4755956e+05 1.8000000e+02 4.2801028e+05 6.4946488e+09 2.1954928e+05 9.9962067e+01 1.0010436e-02 2.2932184e-03 4.8744271e-04 9.6023055e-03 2.4419250e-03 5.0111522e-04 9.3115484e-03 2.6533240e-03 6.4832944e-04
10072 6.0228150e+06 2.0000000e+00 4.5740012e+05 1.2415038e+12 5.5654150e+06 6.4853919e+05 9.0000000e+01 4.2844347e+05 6.5198751e+09 2.2009572e+05 9.9964684e+01 8.5701123e-03 1.8787071e-03 3.9091328e-04 9.7145615e-03 2.4875321e-03 6.7137217e-04 9.0598259e-03 1.9558866e-03 6.6688051e-04
10075 6.0192765e+06 2.0000000e+00 4.5789897e+05 1.2402203e+12 5.5613775e+06 6.4771738e+05 1.8000000e+02 4.2784272e+05 6.5136507e+09 2.1987466e+05 9.9955925e+01 1.0274995e-02 2.3194263e-03 6.5795932e-04 1.0744946e-02 3.2860448e-03 7.2621554e-04 1.2371107e-02 2.9762923e-03 6.5212033e-04
1007 6.0334655e+06 2.0000000e+00 4.5722722e+05 1.2454392e+12 5.5762385e+06 6.4892488e+05 9.0000000e+01 4.2861906e+05 6.5402051e+09 2.2030581e+05 9.9966194e+01 8.7370044e-03 1.7080584e-03 3.8024248e-04 8.4100105e-03 2.2111693e-03 6.2299828e-04 8.8406792e-03 2.2829468e-03 5.2828528e-04
10081 6.3442435e+06 2.0000000e+00 4.6278734e+05 1.3320109e+12 5.8814560e+06 6.4600812e+05 9.0000000e+01 4.2678350e+05 6.6364774e+09 2.1922462e+05 9.9872749e+01 7.4280035e-03 1.0051791e-02 2.1304637e-02 8.7223956e-03 1.7191039e-02 5.1021840e-02 5.6163939e-03 1.5538383e-03 4.3187761e-03
10082 6.0338330e+06 2.0000000e+00 4.5692575e+05 1.2444495e+12 5.5769070e+06 6.4861525e+05 1.8000000e+02 4.2869928e+05 6.5163284e+09 2.1991597e+05 9.9963684e+01 9.2079658e-03 2.6561453e-03 3.0315845e-04 9.0192575e-03 1.7192705e-03 5.7359179e-04 1.0090353e-02 2.2794020e-03 4.5847506e-04
10083 6.0172295e+06 2.0000000e+00 4.5655334e+05 1.2396047e+12 5.5606760e+06 6.4768300e+05 9.0000000e+01 4.2780106e+05 6.5139574e+09 2.1988194e+05 9.9967392e+01 7.8701554e-03 2.3802405e-03 4.7503863e-04 7.9955915e-03 2.1533694e-03 7.4810791e-04 8.5667530e-03 2.0299312e-03 3.7111374e-04
10086 6.0191660e+06 2.0000000e+00 4.5592025e+05 1.2403941e+12 5.5632460e+06 6.4730519e+05 1.8000000e+02 4.2767600e+05 6.4890706e+09 2.1962919e+05 9.9971634e+01 7.0562912e-03 2.3474284e-03 1.5075335e-03 6.4048553e-03 1.5564963e-03 3.5233152e-04 6.8186745e-03 1.6672930e-03 6.4183888e-04
10088 6.0334380e+06 2.0000000e+00 4.5692688e+05 1.2456169e+12 5.5765110e+06 6.4840494e+05 1.8000000e+02 4.2820919e+05 6.5335414e+09 2.2019575e+05 9.9971336e+01 7.5706127e-03 1.7465281e-03 4.4794974e-04 7.0779724e-03 1.5934116e-03 4.3147116e-04 7.6558203e-03 1.8889919e-03 2.9932504e-04
10090 6.0193790e+06 2.0000000e+00 4.6533138e+05 1.2398072e+12 5.5540475e+06 6.4862988e+05 9.0000000e+01 4.2871372e+05 6.4129690e+09 2.1991616e+05 9.9868362e+01 8.5118292e-03 7.7950540e-03 1.3749918e-02 1.2576784e-02 2.2060443e-02 4.7589775e-02 6.0680513e-03 2.6544381e-03 1.0430291e-02
10092 6.0218260e+06 2.0000000e+00 4.5776016e+05 1.2403443e+12 5.5640660e+06 6.4813888e+05 1.8000000e+02 4.2836094e+05 6.5173048e+09 2.1977794e+05 9.9963104e+01 9.6648727e-03 2.1558378e-03 3.5998909e-04 9.9765286e-03 1.9374042e-03 5.4328586e-04 9.2120236e-03 2.3636105e-03 6.9063244e-04
10094 6.0146265e+06 2.0000000e+00 4.5631853e+05 1.2380910e+12 5.5583080e+06 6.4685956e+05 1.8000000e+02 4.2766738e+05 6.4904458e+09 2.1919219e+05 9.9966431e+01 8.0134403e-03 1.8945142e-03 4.8481461e-04 8.9296382e-03 2.2998578e-03 4.3239241e-04 8.4995832e-03 2.3265707e-03 6.3155784e-04
10097 6.0038335e+06 2.0000000e+00 4.5792325e+05 1.2322014e+12 5.5459100e+06 6.4556275e+05 1.8000000e+02 4.2677088e+05 6.4604687e+09 2.1879188e+05 9.9941994e+01 1.4009861e-02 2.5684983e-03 1.2045782e-03 1.5084541e-02 3.6485582e-03 1.1795579e-03 1.5936229e-02 3.6854956e-03 5.6462653e-04
10099 5.9915560e+06 2.0000000e+00 4.5631425e+05 1.2282930e+12 5.5352420e+06 6.4534844e+05 9.0000000e+01 4.2666000e+05 6.4469258e+09 2.1868844e+05 9.9952499e+01 1.1541681e-02 3.2490620e-03 4.5375217e-04 1.2535549e-02 2.8756834e-03 7.5946643e-04 1.2054729e-02 3.1825758e-03 6.6880911e-04
1009 5.9892575e+06 2.0000000e+00 4.5347375e+05 1.2279912e+12 5.5357840e+06 6.4435800e+05 9.0000000e+01 4.2532828e+05 6.4279255e+09 2.1902972e+05 9.9972351e+01 7.7117234e-03 1.7629880e-03 4.0937628e-04 6.0035507e-03 1.7022694e-03 6.7585893e-04 7.0424844e-03 1.7704081e-03 6.0012954e-04
10102 6.0097210e+06 2.0000000e+00 4.5590147e+05 1.2351630e+12 5.5538195e+06 6.4691625e+05 9.0000000e+01 4.2752419e+05 6.4922865e+09 2.1939206e+05 9.9964813e+01 9.7777015e-03 2.8804652e-03 5.1596586e-04 8.4064677e-03 2.0271123e-03 7.5820182e-04 8.5695181e-03 1.8540360e-03 4.8021454e-04
10103 6.0185485e+06 2.0000000e+00 4.5777697e+05 1.2410208e+12 5.5607715e+06 6.4898650e+05 9.0000000e+01 4.2833381e+05 6.5375022e+09 2.2065269e+05 9.9965530e+01 9.5083416e-03 2.0981391e-03 6.5886125e-04 9.4870329e-03 2.1021310e-03 4.8691878e-04 7.7054678e-03 1.9689787e-03 3.8139801e-04
10104 6.0895095e+06 2.0000000e+00 4.6468422e+05 1.2686695e+12 5.6248255e+06 6.5632038e+05 9.0000000e+01 4.3350938e+05 6.6729359e+09 2.2281100e+05 9.9943764e+01 1.3720959e-02 3.8828880e-03 6.1586866e-04 1.4249410e-02 3.8197525e-03 9.8682649e-04 1.4580020e-02 3.3843636e-03 9.1344770e-04
10105 6.0251630e+06 2.0000000e+00 4.5834522e+05 1.2479875e+12 5.5668180e+06 6.5106819e+05 9.0000000e+01 4.3002022e+05 6.5944637e+09 2.2104797e+05 9.9962708e+01 7.0512337e-03 3.2704852e-03 4.5586512e-03 6.2686461e-03 2.7483201e-03 4.2582294e-03 6.2025487e-03 1.6689512e-03 1.1386088e-03
10106 6.0342590e+06 2.0000000e+00 4.5683494e+05 1.2452946e+12 5.5774240e+06 6.4852331e+05 1.8000000e+02 4.2839281e+05 6.5226066e+09 2.2013050e+05 9.9969719e+01 7.8687873e-03 2.2160113e-03 5.4161530e-04 7.4403505e-03 2.0317305e-03 6.6186266e-04 7.5680814e-03 1.5647095e-03 3.8311048e-04
10107 6.0312525e+06 2.0000000e+00 4.5710006e+05 1.2455338e+12 5.5741525e+06 6.4887662e+05 1.8000000e+02 4.2862766e+05 6.5345009e+09 2.2024897e+05 9.9967300e+01 8.8564875e-03 2.1087911e-03 3.6945561e-04 8.8059762e-03 1.7246787e-03 6.7830505e-04 7.6390230e-03 2.0662588e-03 4.1214895e-04
10108 6.0176950e+06 2.0000000e+00 4.5661531e+05 1.2413536e+12 5.5610795e+06 6.4828794e+05 9.0000000e+01 4.2828828e+05 6.5159890e+09 2.1999966e+05 9.9970192e+01 6.7067305e-03 2.0161527e-03 8.6963153e-04 6.9543356e-03 2.1625829e-03 9.0074801e-04 7.7024857e-03 1.7552276e-03 7.2402379e-04
10109 5.9972745e+06 2.0000000e+00 4.5491759e+05 1.2303820e+12 5.5423570e+06 6.4464006e+05 9.0000000e+01 4.2612600e+05 6.4537124e+09 2.1851406e+05 9.9961319e+01 9.8014623e-03 2.3494679e-03 4.1634077e-04 1.0170081e-02 2.4086619e-03 4.9857196e-04 9.9010132e-03 2.3952099e-03 7.0844777e-04
10111 6.0328015e+06 2.0000000e+00 4.5763228e+05 1.2465077e+12 5.5751690e+06 6.4929112e+05 1.8000000e+02 4.2892766e+05 6.5354798e+09 2.2036347e+05 9.9964668e+01 8.6392146e-03 1.9520576e-03 5.5398123e-04 1.0086157e-02 2.2739689e-03 5.8467273e-04 8.3524743e-03 2.2308242e-03 5.6442927e-04
10112 5.9826645e+06 2.0000000e+00 4.5767178e+05 1.2282216e+12 5.5249925e+06 6.4749806e+05 9.0000000e+01 4.2688088e+05 6.4903357e+09 2.2061719e+05 9.9954208e+01 5.0333766e-03 2.5826539e-03 2.6086462e-03 6.5345969e-03 7.0789247e-03 1.4890466e-02 5.0038379e-03 1.0941913e-03 9.8471087e-04
10114 6.0058570e+06 2.0000000e+00 4.5553156e+05 1.2336717e+12 5.5503255e+06 6.4638338e+05 1.8000000e+02 4.2681072e+05 6.4665221e+09 2.1957266e+05 9.9967484e+01 8.7614590e-03 2.3609716e-03 4.4469602e-04 8.4504122e-03 2.0324991e-03 4.3983382e-04 7.7344798e-03 1.7073797e-03 5.7625340e-04
10115 6.0278320e+06 2.0000000e+00 4.5725362e+05 1.2437794e+12 5.5705785e+06 6.4876594e+05 9.0000000e+01 4.2840241e+05 6.5216737e+09 2.2036353e+05 9.9962601e+01 9.8721599e-03 2.2515082e-03 4.6633894e-04 8.9461412e-03 2.1304344e-03 4.8529345e-04 1.0156877e-02 2.2654766e-03 7.9196697e-04
10116 6.0151965e+06 2.0000000e+00 4.5623731e+05 1.2394395e+12 5.5589590e+06 6.4731450e+05 9.0000000e+01 4.2752156e+05 6.5090222e+09 2.1979294e+05 9.9968826e+01 7.6359906e-03 1.9724548e-03 4.4794261e-04 8.4508806e-03 1.9123384e-03 5.8320310e-04 7.7161375e-03 2.0292301e-03 4.1337768e-04
10117 6.0049710e+06 2.0000000e+00 4.5567309e+05 1.2344126e+12 5.5492980e+06 6.4655788e+05 1.8000000e+02 4.2707634e+05 6.4806707e+09 2.1948153e+05 9.9964706e+01 1.0094424e-02 1.9133750e-03 2.6210313e-04 8.5921064e-03 2.2956517e-03 6.7567296e-04 8.6376304e-03 2.3177441e-03 6.1324390e-04
10119 6.0000190e+06 2.0000000e+00 4.5517975e+05 1.2327508e+12 5.5448390e+06 6.4565206e+05 9.0000000e+01 4.2643641e+05 6.4685107e+09 2.1921566e+05 9.9964340e+01 8.7143537e-03 2.1245377e-03 5.4288923e-04 8.2469694e-03 2.7524063e-03 5.9996196e-04 9.5712114e-03 2.4206708e-03 5.4607401e-04
1011 5.9821230e+06 2.0000000e+00 4.5317931e+05 1.2246192e+12 5.5289435e+06 6.4320438e+05 1.8000000e+02 4.2486372e+05 6.4334915e+09 2.1834066e+05 9.9966492e+01 8.4985122e-03 2.0972434e-03 5.3639780e-04 9.4453404e-03 1.5974472e-03 5.1780319e-04 8.1035420e-03 2.2257369e-03 3.8608946e-04
10121 6.0108120e+06 2.0000000e+00 4.5686903e+05 1.2378052e+12 5.5539430e+06 6.4776756e+05 1.8000000e+02 4.2763769e+05 6.5077898e+09 2.2012988e+05 9.9964935e+01 9.3300631e-03 1.9422118e-03 6.5500324e-04 8.6035263e-03 2.3876098e-03 5.2111462e-04 8.7931724e-03 2.1625708e-03 6.1159546e-04
10124 6.0286810e+06 2.0000000e+00 4.5706766e+05 1.2441961e+12 5.5716135e+06 6.4828662e+05 9.0000000e+01 4.2851619e+05 6.5170621e+09 2.1977044e+05 9.9964851e+01 8.7881684e-03 2.0892972e-03 3.0200914e-04 9.2111761e-03 2.1491565e-03 7.1404484e-04 9.1952132e-03 2.2342880e-03 3.5471472e-04
10126 6.1345105e+06 2.0000000e+00 4.6307434e+05 1.2707109e+12 5.6714360e+06 6.4792175e+05 9.0000000e+01 4.2814441e+05 6.5750625e+09 2.1977734e+05 9.9897392e+01 7.6364856e-03 1.0143823e-02 2.5720809e-02 7.2648567e-03 1.0187265e-02 2.9106917e-02 5.8184364e-03 1.8376015e-03 4.8272437e-03
10129 5.9938720e+06 2.0000000e+00 4.5425953e+05 1.2298093e+12 5.5396125e+06 6.4486956e+05 9.0000000e+01 4.2605072e+05 6.4537124e+09 2.1881884e+05 9.9971718e+01 6.5803197e-03 1.9433645e-03 5.5082462e-04 7.0242048e-03 2.0866175e-03 4.8188560e-04 7.1667871e-03 1.8209544e-03 6.0933828e-04
